stock name,price,board,volume,buy_volume,sell_volume,date,time,Period End 1,Revenue 1,P&L 1,EPS 1,Period End 2,Revenue 2,P&L 2,EPS 2,Period End 3,Revenue 3,P&L 3,EPS 3,Period End 4,Revenue 4,P&L 4,EPS 4,Financial Date,Sales,Ebitda,Ebit,Net Profit,Intangibles,Fixed Asset,Long Term Investment,Inventories,Cash,Current Liabilites,Long_debt,Provisions,Minorities,Total Shareholder Equity,Operating Margin,Return on Equity Capital,Net Profit Margin,Current Ratio,Debt to Capital at book 
MALAYSIA MARINE AND HEAVY ENG,0.810,Main,"2,572",0.810 / 20,0.820 / 100,29 Mar 2019,7:12 PM,31 Dec 2018,"273,238","-25,830",-1.60,31 Dec 2018,"273,238","-25,830",-1.60,30 Sep 2018,"289,802","-22,851",-1.42,30 Jun 2018,"223,039","-49,806",-3.09,31 Dec 2018,"974,354",-,-,"-122,692","209,258","1,595,204","7,751","5,646","78,233","726,027","48,354",0,0,"2,406,812",-12.64,-,-12.59,1.76,-
MHC PLANTATIONS BHD,0.610,Main,99,0.610 / 1,0.635 / 89,29 Mar 2019,7:12 PM,31 Dec 2018,"81,067","-5,907",-1.45,30 Sep 2018,"71,966",990,0.94,30 Jun 2018,"90,766","3,921",1.16,31 Mar 2018,"99,740","7,656",1.53,31 Dec 2017,"390,284","64,220","48,379","17,538","122,022","901,930",560,"31,386","27,511","121,167","65,479",0,0,"972,449",14.59,1.83,4.49,0.91,0.11
METRO HEALTHCARE BERHAD,0.520,Warr,180,0.400 / 100,0.000 / 0,29 Mar 2019,7:12 PM,31 Dec 2018,"10,454","1,170",0.58,30 Jun 2018,"9,822",651,0.33,,,,,,,,,31 Dec 2017,246,-,-,"1,648",0,"11,226","3,327",640,"1,068","2,008","4,213",0,0,"10,430",671.14,-,669.92,1.29,-
MGB BERHAD,0.750,Main,"1,379",0.740 / 20,"0.750 / 5,231",29 Mar 2019,7:12 PM,31 Dec 2018,"177,450","2,043",0.70,30 Sep 2018,"204,493","8,026",1.61,30 Jun 2018,"200,258","10,006",2.02,31 Mar 2018,"169,070","10,186",2.06,31 Dec 2017,"692,644",-,-,"34,127","258,021","50,752",0,"54,138","24,026","306,407","79,426",0,0,"410,481",7.7,-,4.93,1.46,-
MALAYAN FLOUR MILLS BERHAD - RCULS 2019/2024,1.490,Bond,"1,099",1.490 / 400,1.500 / 200,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"2,306,038","124,575","91,905","66,978","1,192","493,880","33,149","338,514","307,261","721,955","28,000",0,0,"732,850",4.79,9.36,2.9,1.31,0.42
MALAYAN FLOUR MILLS BHD,0.760,Main,"66,369",0.760 / 340,"0.765 / 2,449",29 Mar 2019,7:12 PM,31 Dec 2018,"669,536","21,444",3.02,30 Sep 2018,"642,746","-2,828",-0.94,30 Jun 2018,"547,677","6,165",0.87,31 Mar 2018,"563,815","2,685",0.29,31 Dec 2017,"2,402,283","168,472","115,010","68,568","2,951","769,062","50,537","493,018","257,768","1,032,079","76,194",0,0,"907,264",5.08,7.52,2.85,1.15,0.47
MI-CA: CW MI TECHNOVATION BERHAD (RHB),0.090,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2017,"173,322",-,-,"59,304",0,"26,957",0,"36,434","52,634","28,043",0,"3,773",0,"124,755",35.07,-,34.22,4.62,-
MICROLINK SOLUTIONS BHD,0.410,Ace,0,0.380 / 100,0.410 / 100,29 Mar 2019,7:12 PM,31 Dec 2018,"45,235",-648,-0.38,30 Sep 2018,"51,527",333,0.18,30 Jun 2018,"40,534",-645,-0.46,31 Mar 2018,"47,249","-52,282",-31.04,31 Mar 2018,"206,043",-,-,"-50,631","23,741","1,029",105,"16,177","19,414","78,454",0,"1,504",0,"30,671",-22.34,-,-24.57,1.43,-
MI-CC: CW MI TECHNOVATION BERHAD (MACQ),0.050,Warr,984,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2017,"173,322",-,-,"59,304",0,"26,957",0,"36,434","52,634","28,043",0,"3,773",0,"124,755",35.07,-,34.22,4.62,-
MI-CB: CW MI TECHNOVATION BERHAD (MACQ),0.035,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2017,"173,322",-,-,"59,304",0,"26,957",0,"36,434","52,634","28,043",0,"3,773",0,"124,755",35.07,-,34.22,4.62,-
MIKRO MSC BERHAD,0.255,Ace,"1,182",0.255 / 168,"0.265 / 2,338",29 Mar 2019,7:12 PM,31 Dec 2018,"12,836","1,957",0.45,30 Sep 2018,"9,795",562,0.12,30 Jun 2018,"11,870",623,0.12,31 Mar 2018,"9,712",840,0.20,30 Jun 2018,"47,793",-,-,"5,977","10,410","17,789",0,"11,556","18,411","4,945","8,830",0,0,"59,762",20.47,-,12.51,9.26,-
MILUX CORPORATION BHD,0.730,Main,0,0.720 / 50,0.730 / 187,29 Mar 2019,7:12 PM,31 Dec 2018,"17,711","-2,110",-3.88,30 Sep 2018,"21,177",71,0.13,30 Jun 2018,"20,426",749,1.38,31 Dec 2017,"20,265",-447,-0.82,31 Dec 2017,"79,695",-,-,-839,222,"7,564",292,"22,912","7,202","15,113",0,0,0,"44,551",-0.14,-,-1.05,3.46,-
MI-CD: CW MI TECHNOVATION BERHAD (RHB),0.140,Warr,600,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2017,"173,322",-,-,"59,304",0,"26,957",0,"36,434","52,634","28,043",0,"3,773",0,"124,755",35.07,-,34.22,4.62,-
MINETECH RESOURCES BHD,0.055,Main,"2,810","0.055 / 34,650",0.060 / 750,29 Mar 2019,7:12 PM,31 Dec 2018,"38,595","-2,291",-0.30,30 Sep 2018,"36,649","-1,335",-0.17,30 Jun 2018,"33,561",-491,-0.12,31 Mar 2018,"29,365","2,448",0.26,31 Mar 2018,"121,127",-,-,"-2,924","3,191","51,083",0,"7,272","8,399","51,417","9,760",0,0,"75,744",2.66,-,-2.41,1.46,-
MINDA GLOBAL BERHAD,0.045,Main,"11,800","0.040 / 20,799","0.050 / 18,129",29 Mar 2019,7:12 PM,31 Dec 2018,"23,366","-1,452",-0.12,30 Sep 2018,"24,209","-5,136",-0.41,30 Jun 2018,"23,203","-5,997",-0.48,31 Mar 2018,"23,114","-4,583",-0.37,31 Dec 2017,0,-,-,-157,0,0,0,0,0,157,0,0,0,-157,-,-,-,0,-
MINHO (M) BHD,0.290,Main,"2,200","0.280 / 1,550",0.295 / 550,29 Mar 2019,7:12 PM,31 Dec 2018,"61,821","2,421",0.61,30 Sep 2018,"62,938","3,468",1.35,31 Mar 2018,"72,866","2,939",1.12,31 Dec 2017,"66,756","3,079",1.04,31 Dec 2017,"286,529","28,731","21,401","12,062",0,"187,565",725,"125,563","33,255","64,009","3,040",0,0,"396,339",8.2,3.09,4.21,3.27,0.08
MINETECH RESOURCES BERHAD - WARRANT A 2014/2019,0.005,Main,0,0.000 / 0,"0.005 / 189,196",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"201,386","4,548","-7,910","-8,317",3,"49,917",0,"7,451","15,757","70,400","1,729",0,0,"50,869",-3.88,-16.13,-4.13,1.03,0.17
MINHO (M) BERHAD - WARRANT C,0.070,Main,0,0.060 / 500,"0.070 / 1,028",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"227,246","32,537","21,168","16,415",0,"216,826",725,"115,826","20,947","85,774","15,656",0,0,"343,559",9.98,4.9,7.22,2.34,0.11
MIECO CHIPBOARD BHD,0.265,Main,"2,317","0.260 / 2,748","0.265 / 2,666",29 Mar 2019,7:12 PM,31 Dec 2018,"112,596","-39,104",-7.45,30 Sep 2018,"128,272","-6,816",-1.30,30 Jun 2018,"98,374","-7,520",-1.43,31 Mar 2018,"80,605","-7,143",-1.36,31 Dec 2017,"349,306",-,-,"47,949",0,"435,160",0,"68,945","18,136","137,123","14,428","13,072",0,"402,715",15.03,-,13.73,1.12,-
MI-CF: CW MI TECHNOVATION BERHAD (KIBB),0.085,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2017,"173,322",-,-,"59,304",0,"26,957",0,"36,434","52,634","28,043",0,"3,773",0,"124,755",35.07,-,34.22,4.62,-
MITRAJAYA HOLDINGS BERHAD-WARRANTS D 15/20,0.045,Main,"2,270","0.040 / 7,271",0.045 / 500,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"338,444","52,576","43,614","29,316","3,227","37,685",0,"235,466","19,101","188,461","18,406",0,0,"350,913",12.9,8.56,8.66,2.05,0.15
MISC-C19: CW MISC BERHAD (CIMB),0.140,Warr,"7,854",0.135 / 388,0.145 / 200,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"8,972,390","3,830,556","2,595,627","2,085,375","901,533","22,691,486","7,672,588","262,900","4,747,735","7,021,311","6,810,564","602,973",0,"25,757,369",28.91,8.65,23.24,1.15,0.26
MITRAJAYA HOLDINGS BERHAD - WARRANTS E 2018/2023,0.095,Main,0,0.095 / 200,0.100 / 13,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"338,444","52,576","43,614","29,316","3,227","37,685",0,"235,466","19,101","188,461","18,406",0,0,"350,913",12.9,8.56,8.66,2.05,0.15
MISC-C22: CW MISC BERHAD (KIBB),0.100,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"8,972,390","3,830,556","2,595,627","2,085,375","901,533","22,691,486","7,672,588","262,900","4,747,735","7,021,311","6,810,564","602,973",0,"25,757,369",28.91,8.65,23.24,1.15,0.26
MITRAJAYA HOLDINGS BHD,0.395,Main,"66,419","0.395 / 1,748","0.400 / 1,315",29 Mar 2019,7:12 PM,31 Dec 2018,"162,637","9,436",1.12,30 Sep 2018,"203,976","4,539",0.56,30 Jun 2018,"206,754","9,545",1.15,31 Mar 2018,"265,061","18,601",2.79,31 Dec 2017,"1,164,202",-,-,"80,350","2,209","116,272","1,173","307,405","25,760","591,728","38,106",0,0,"753,340",9.68,-,6.9,1.61,-
MISC-C20: CW MISC BERHAD (MACQ),0.075,Warr,"1,740",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"8,972,390","3,830,556","2,595,627","2,085,375","901,533","22,691,486","7,672,588","262,900","4,747,735","7,021,311","6,810,564","602,973",0,"25,757,369",28.91,8.65,23.24,1.15,0.26
MLABS SYSTEMS-WARRANTS 10/20,0.010,Ace,"3,715","0.005 / 9,893","0.010 / 14,134",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"1,139",-613,-756,-650,0,865,0,0,"3,347",485,0,0,0,"5,080",-56.45,-12.03,-57.07,9.86,0.02
MKH BERHAD,1.290,Main,896,1.280 / 45,1.290 / 326,29 Mar 2019,7:12 PM,31 Dec 2018,"267,846","30,013",4.50,30 Sep 2018,"333,490","8,854",0.89,30 Jun 2018,"228,433","21,864",3.88,31 Mar 2018,"325,487","27,427",4.23,30 Sep 2018,"1,081,700",-,-,"69,447","26,354","436,253","58,926","740,300","227,726","924,060","349,536","8,733",0,"1,602,713",14.88,-,6.42,1.57,-
MI-CE: CW MI TECHNOVATION BERHAD (MIBB),0.150,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2017,"173,322",-,-,"59,304",0,"26,957",0,"36,434","52,634","28,043",0,"3,773",0,"124,755",35.07,-,34.22,4.62,-
MLABS SYSTEMS BERHAD - WARRANTS 2017/2020,0.005,Ace,0,0.000 / 0,"0.010 / 83,313",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"1,139",-613,-756,-650,0,865,0,0,"3,347",485,0,0,0,"5,080",-56.45,-12.03,-57.07,9.86,0.02
MMAG HOLDINGS BERHAD,0.225,Ace,210,0.225 / 95,0.230 / 50,29 Mar 2019,7:12 PM,31 Dec 2018,"17,216","-6,542",-1.03,30 Sep 2018,"11,120","-2,885",-0.54,30 Jun 2018,"8,194","-3,657",-0.79,31 Mar 2018,"23,965","-9,949",-2.19,31 Mar 2018,"141,184",-,-,"-18,021","9,413","33,101",0,"1,230","67,819","22,059","3,988",0,0,"109,628",-12.07,-,-12.76,4.06,-
MLABS SYSTEMS BHD,0.040,Ace,"1,500","0.035 / 94,070","0.045 / 41,734",29 Mar 2019,7:12 PM,31 Dec 2018,572,-506,-0.07,30 Sep 2018,"3,476","-2,270",-0.33,30 Jun 2018,379,-411,-0.06,30 Jun 2018,379,-411,-0.06,31 Mar 2018,"2,104",-,-,"-3,895","1,158","1,331",13,698,"44,883",228,0,0,0,"65,968",-192.06,-,-185.12,278.04,-
MISC BHD,6.690,Main,"9,760",6.660 / 57,6.720 / 45,29 Mar 2019,7:12 PM,31 Dec 2018,"2,388,500","326,900",7.60,30 Sep 2018,"2,229,200","339,200",7.60,30 Jun 2018,"2,141,800","309,200",7.20,31 Mar 2018,"2,020,800","309,000",7.00,31 Dec 2017,"10,068,212","4,801,642","2,804,517","1,981,509","844,379","22,982,431","1,348,453","198,592","5,900,724","9,952,235","3,946,285",0,0,"35,904,764",22.53,5.27,19.68,1.05,0.23
MMCCORPC12: CW MMC CORPORATION BERHAD (MACQ),0.050,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAJUPERAK HOLDINGS BHD,0.210,Main,"4,890",0.210 / 210,0.215 / 600,29 Mar 2019,7:12 PM,31 Dec 2018,"4,017","-7,129",-2.85,30 Sep 2018,"19,167","13,474",5.24,30 Jun 2018,"1,374","-1,870",-0.65,31 Dec 2017,"3,991","-5,271",-2.05,31 Dec 2017,"11,291",-,-,"-11,009","13,209","21,649","12,293","34,361","2,582","49,057","10,923",0,0,"207,657",-74.34,-,-97.5,1.51,-
MMS VENTURES BHD,0.940,Main,337,0.925 / 120,0.940 / 209,29 Mar 2019,7:12 PM,31 Dec 2018,"9,789",592,0.29,30 Sep 2018,"9,894","1,619",1.01,30 Jun 2018,"12,241","2,771",1.73,31 Mar 2018,"15,919","3,992",2.48,31 Dec 2017,"75,572",-,-,"21,055",0,"9,230",0,"9,748","28,738","12,609",0,0,0,"58,073",28.07,-,27.86,4.91,-
MNC WIRELESS BHD,0.035,Ace,0,"0.035 / 26,198","0.040 / 12,180",29 Mar 2019,7:12 PM,31 Dec 2018,"5,590","-1,311",-0.30,30 Sep 2018,"3,749",-369,-0.09,30 Jun 2018,"3,776",-820,-0.19,31 Mar 2018,"3,503",-846,-0.18,31 Dec 2017,"16,364",-,-,-699,0,"8,553","1,780",0,"24,766","4,052",881,0,0,"40,220",-4,-,-4.27,8.96,-
MMC CORPORATION BHD,0.990,Main,"17,055",0.990 / 271,0.995 / 28,29 Mar 2019,7:12 PM,31 Dec 2018,"1,585,643","129,827",3.90,30 Sep 2018,"944,077","52,260",1.30,30 Jun 2018,"1,200,819","29,406",0.70,31 Mar 2018,"1,279,683","55,542",1.40,31 Dec 2017,"4,160,095","1,453,809","916,404","225,408","2,964,383","7,088,789","5,073,185","119,082","1,005,525","3,734,197","7,474,881","16,595",0,"10,232,708",22.67,2.2,5.42,0.95,0.39
MMAG HOLDINGS BERHAD - ICPS A 2017/2022,0.085,Ace,0,"0.085 / 3,000",0.105 / 500,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"613,209","6,893","3,989","1,711","12,317","31,897",0,"25,113","14,916","59,992","5,459",0,0,"98,138",0.81,2.2,0.28,2,0.08
MMAG HOLDINGS BERHAD - WARRANTS B 2017/2022,0.060,Ace,"1,200",0.060 / 504,"0.065 / 4,498",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"613,209","6,893","3,989","1,711","12,317","31,897",0,"25,113","14,916","59,992","5,459",0,0,"98,138",0.81,2.2,0.28,2,0.08
M N C WIRELESS BERHAD - WARRANTS A 2016/2021,0.010,Ace,0,"0.005 / 134,082","0.010 / 18,066",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"13,058",52,"-1,261","-1,634",230,"5,774",941,0,"1,809","4,653","3,028",0,0,"5,801",-11.57,-26.79,-12.51,1.26,0.23
MMCCORPC13: CW MMC CORPORATION BERHAD (KIBB),0.150,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNRB HOLDINGS BHD,1.030,Main,"7,896","1.020 / 2,453",1.030 / 293,29 Mar 2019,7:12 PM,31 Dec 2018,"565,848","-12,504",-3.20,30 Sep 2018,"561,801","19,698",6.20,30 Jun 2018,"544,323","28,278",8.80,31 Mar 2018,"636,706","29,406",9.20,31 Mar 2018,-,-,-,"140,865",-,-,-,-,"142,099",-,-,-,-,-,-,-,-,-,-
MPHB Capital Berhad,1.060,Main,74,1.040 / 347,1.060 / 59,29 Mar 2019,7:12 PM,31 Dec 2018,"116,867","5,375",0.15,30 Sep 2018,"118,430","18,077",0.92,30 Jun 2018,"116,421","9,056",1.12,31 Dec 2017,"126,228","40,998",5.69,31 Dec 2017,"482,274",-,-,"81,922","36,549","75,296","441,556",231,"679,404","899,514","16,000",0,0,"1,598,256",23.5,-,16.99,1.74,-
MANAGEPAY SYSTEMS BERHAD,0.135,Ace,"50,935","0.130 / 1,843","0.135 / 23,190",29 Mar 2019,7:12 PM,31 Dec 2018,"2,813","-1,378",-0.17,30 Sep 2018,"3,512","-2,744",-0.39,30 Jun 2018,"2,993","-1,789",-0.25,31 Mar 2018,"3,610","-2,407",-0.34,31 Dec 2017,"8,184","-4,577","-8,659","-6,359","15,621","16,604","2,505","6,151","5,734","5,183",0,0,0,"95,017",-82.7,-6.48,-77.7,12.64,0
MK LAND HOLDINGS BHD,0.185,Main,680,"0.185 / 6,793",0.190 / 181,29 Mar 2019,7:12 PM,31 Dec 2018,"45,810","2,169",0.18,30 Sep 2018,"49,547","2,422",0.20,30 Jun 2018,"40,094","11,260",0.93,31 Mar 2018,"35,147","4,638",0.39,30 Jun 2018,"181,878",-,-,"24,499",0,"177,560",0,"260,606","59,370","258,931","18,247",0,0,"1,199,450",27.32,-,13.47,1.84,-
MQ TECHNOLOGY BHD,0.025,Ace,500,"0.025 / 8,500","0.030 / 105,390",29 Mar 2019,7:12 PM,31 Dec 2018,"4,955","-3,272",-0.66,30 Sep 2018,"6,960",-793,-0.16,30 Jun 2018,"6,072","-1,449",-0.29,31 Mar 2018,"6,660",158,0.04,31 Dec 2017,"26,075",-,-,"-3,208",0,"21,349",0,"1,841","6,750","11,000",682,0,0,"41,617",-10.79,-,-12.3,3.12,-
MRCB-QUILL REIT,1.090,Main,"1,404","1.090 / 1,014",1.100 / 524,29 Mar 2019,7:12 PM,31 Dec 2018,"41,814","8,047",1.83,30 Sep 2018,"43,594","20,588",1.92,30 Jun 2018,"43,691","23,486",2.19,31 Mar 2018,"44,293","21,009",1.97,31 Dec 2018,"172,526",-,-,"73,130",0,345,0,0,"85,776","26,158","853,704",0,0,"1,372,289",69.47,-,42.39,3.53,-
MISC-C21: CW MISC BERHAD (RHB),0.160,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"8,972,390","3,830,556","2,595,627","2,085,375","901,533","22,691,486","7,672,588","262,900","4,747,735","7,021,311","6,810,564","602,973",0,"25,757,369",28.91,8.65,23.24,1.15,0.26
MALAYSIAN PACIFIC INDUSTRIES,10.000,Main,"1,343",9.810 / 28,10.000 / 33,29 Mar 2019,7:12 PM,31 Dec 2018,"398,162","49,572",20.64,30 Sep 2018,"413,756","53,281",22.25,30 Jun 2018,"393,101","48,101",20.55,31 Mar 2018,"366,333","31,709",13.68,30 Jun 2018,"1,542,320",-,-,"142,464",0,"646,693",46,"118,078","647,621","290,656",0,245,0,"1,404,929",13.63,-,9.24,3.5,-
MRCB-C36: CW MALAYSIAN RESOURCES CORPORATION BERHAD (AM),0.065,Warr,"4,000",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"989,544","76,711","44,044","-109,132","291,100","37,879","718,431","724,842","603,435","3,827,808","908,986","27,005",0,"1,736,734",6.93,-6.77,-11.03,1,0.53
MRCB-C38: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),0.075,Warr,"9,000","0.065 / 1,855",0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"989,544","76,711","44,044","-109,132","291,100","37,879","718,431","724,842","603,435","3,827,808","908,986","27,005",0,"1,736,734",6.93,-6.77,-11.03,1,0.53
MRCB-C37: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),0.100,Warr,200,0.000 / 0,"0.105 / 3,000",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"989,544","76,711","44,044","-109,132","291,100","37,879","718,431","724,842","603,435","3,827,808","908,986","27,005",0,"1,736,734",6.93,-6.77,-11.03,1,0.53
MRCB-C34: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),0.005,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"989,544","76,711","44,044","-109,132","291,100","37,879","718,431","724,842","603,435","3,827,808","908,986","27,005",0,"1,736,734",6.93,-6.77,-11.03,1,0.53
MRCB-C39: CW MALAYSIAN RESOURCES CORPORATION BERHAD (KIBB),0.150,Warr,"51,355","0.150 / 2,200",0.155 / 70,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"989,544","76,711","44,044","-109,132","291,100","37,879","718,431","724,842","603,435","3,827,808","908,986","27,005",0,"1,736,734",6.93,-6.77,-11.03,1,0.53
MALAYSIA PACIFIC CORP BHD,0.045,Main,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,31 Dec 2018,"4,157","-3,786",-1.32,30 Sep 2018,"2,623","-4,560",-1.59,31 Mar 2018,"1,532","-4,782",-1.66,31 Dec 2017,"1,493","-3,807",-1.32,30 Jun 2018,"14,899",-,-,"-1,989",0,"1,037",0,"12,853","1,855","322,141",0,0,0,"136,538",67.84,-,-13.35,0.86,-
MRCB-C43: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MACQ),0.110,Warr,"42,010","0.105 / 5,000",0.145 / 8,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"989,544","76,711","44,044","-109,132","291,100","37,879","718,431","724,842","603,435","3,827,808","908,986","27,005",0,"1,736,734",6.93,-6.77,-11.03,1,0.53
MRCB-C44: CW MALAYSIAN RESOURCES CORPORATION BERHAD (RHB),0.095,Warr,"38,100","0.090 / 1,000","0.105 / 1,500",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"989,544","76,711","44,044","-109,132","291,100","37,879","718,431","724,842","603,435","3,827,808","908,986","27,005",0,"1,736,734",6.93,-6.77,-11.03,1,0.53
MRCB-C40: CW MALAYSIAN RESOURCES CORPORATION BERHAD (MIBB),0.170,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"989,544","76,711","44,044","-109,132","291,100","37,879","718,431","724,842","603,435","3,827,808","908,986","27,005",0,"1,736,734",6.93,-6.77,-11.03,1,0.53
MQ TECHNOLOGY BERHAD - WARRANT A 2016 /2021,0.010,Ace,0,"0.005 / 389,271","0.010 / 34,861",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"20,554","-2,970","-8,553","-8,158",0,"20,101",0,260,"6,498","4,991",0,0,0,"22,230",-38.32,-30.81,-39.69,1.78,0.13
MRCB-C41: CW MALAYSIAN RESOURCES CORPORATION BERHAD (CIMB),0.180,Warr,500,0.175 / 969,0.195 / 66,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"989,544","76,711","44,044","-109,132","291,100","37,879","718,431","724,842","603,435","3,827,808","908,986","27,005",0,"1,736,734",6.93,-6.77,-11.03,1,0.53
MULTI SPORTS HOLDINGS LTD,0.010,Main,"4,200","0.010 / 39,632","0.015 / 12,170",29 Mar 2019,7:12 PM,31 Dec 2018,0,54,0.01,30 Sep 2018,0,-18,0.00,30 Jun 2018,0,-10,0.00,31 Mar 2018,0,-359,-0.06,,,,,,,,,,,,,,,,,,,,
MSM MALAYSIA HOLDINGS BERHAD,1.800,Main,409,1.780 / 31,1.800 / 201,29 Mar 2019,7:12 PM,31 Dec 2018,"531,127","-10,388",-1.48,30 Sep 2018,"562,054","15,876",2.26,30 Jun 2018,"573,223","14,330",2.04,31 Dec 2017,"656,121","13,082",1.86,31 Dec 2017,"2,656,053","49,230","-3,886","-32,574","644,572","1,457,282","4,766","718,045","170,527","1,029,377","370,339",0,0,"1,930,126",0.25,-1.66,-1.23,1.26,0.32
MESINIAGA BHD,1.620,Main,405,1.510 / 385,1.620 / 405,29 Mar 2019,7:12 PM,31 Dec 2018,"49,730","-10,699",-18.05,30 Sep 2018,"53,234","1,567",2.23,30 Jun 2018,"40,276",249,0.21,31 Mar 2018,"37,638",857,1.24,31 Dec 2017,"226,255",-,-,"16,420",515,"40,977",121,"8,473","40,668","79,612",0,771,0,"137,176",7.12,-,7.26,2.08,-
MALAYSIA SMELTING CORPORATION,0.900,Main,301,0.890 / 200,0.900 / 219,29 Mar 2019,7:12 PM,31 Dec 2018,"287,704","15,592",3.90,30 Sep 2018,"309,432","11,659",2.90,30 Jun 2018,"326,816","2,459",2.50,31 Mar 2018,"356,954","4,584",4.60,31 Dec 2017,"1,436,177",-,-,"16,105","5,942","156,309","56,513","469,677","68,678","554,122",0,"27,904",0,"291,049",2.99,-,1.12,1.14,-
MALAYSIAN RESOURCES CORPORATION BERHAD - WARRANTS B 2017/2027,0.250,Main,"9,882",0.245 / 594,"0.250 / 4,882",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"989,544","76,711","44,044","-109,132","291,100","37,879","718,431","724,842","603,435","3,827,808","908,986","27,005",0,"1,736,734",6.93,-6.77,-11.03,1,0.53
MTD ACPI ENGINEERING BHD,0.170,Main,"1,032",0.165 / 200,0.170 / 199,29 Mar 2019,7:12 PM,31 Dec 2018,"71,554","1,963",0.86,30 Sep 2018,"58,555","-2,003",-0.86,30 Jun 2018,"54,796","-4,425",-1.83,31 Mar 2018,"62,154",-708,-0.22,31 Mar 2018,"274,155",-,-,"7,161",0,"116,608",720,"23,845","22,534","282,927",0,"6,944",0,"95,104",5.58,-,2.61,0.88,-
MTOUCHE TECH BHD-WB 2010/2020,0.010,Ace,0,"0.005 / 10,197","0.015 / 1,493",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"28,338","1,120",490,107,849,791,0,1,"16,927","8,984",0,140,0,"18,176",2.72,0.52,0.38,2.78,0
METRONIC GLOBAL BERHAD - ORDINARY RIGHTS WITH WARRANTS,0.005,Main,"541,451",0.000 / 0,"0.005 / 121,236",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"33,798","18,904","17,451","5,161",0,"23,404","13,840","1,789","9,364","33,918",0,0,0,"44,116",16.13,12.5,15.27,0.96,0.08
